block_number,0x3432B6A60D23Ca0dFCa7761B7ab56459D9C964D0,0x4104b135DBC9609Fc1A9490E61369036497660c8,0x4b13006980aCB09645131b91D259eaA111eaF5Ba,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,0x6BeA7CFEF803D1e3d5f7C0103f7ded065644e197,0x9C4A4204B79dd291D6b6571C5BE8BbcD0622F050,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xc770EEfAd204B5180dF6a14Ee197D99d808ee52d,0xdBdb4d16EdA451D0503b854CF79D55697F90c8DF
13761571,17.357962301241912,3.528097573948211,,5.871393879497856,,0.2269634332885918,5.82952651661652,4293.510591,0.9572432630485704,281.00261632255103
13767795,21.34144067483763,3.5331469099113955,,6.557062951518937,,0.2146634181528762,6.102469825432184,4413.460049,0.8967466147342726,281.5250142068823
13774079,20.807963751617898,2.97368299458489,,5.495713979638861,,0.1910183597614746,5.565228593293913,4104.191845,0.7313335530557596,231.3739437605577
13780505,19.44619604564685,2.8072985618401955,,5.094239082377463,,0.1810923210446011,5.3535861781427565,3890.9224650000006,0.6855207731419961,216.1124576336395
13786993,18.83502628503684,2.886564995159547,,5.6925418411614785,,0.1495793426318696,5.583561351667447,4066.722762,0.7279977645247249,222.18985322513788
13793511,17.91481019547618,2.9287258110325314,,5.595043662824843,,0.1560628784443071,5.59424435793029,4122.894896,0.7178770394861379,227.96617827127525
13800000,17.677880838071374,2.6640469373484543,,5.592659856147724,,0.1425369214364414,4.897734665052107,3765.5639299999993,0.6464921878914298,197.8534367048632
13806389,16.86754264022281,2.870445002340575,,5.712462709864134,,0.1350048357113789,5.076166533733882,3844.145141,0.6473141482717981,198.92257434251604
13812870,16.714448171163085,2.973553481491789,,5.891204591420269,,0.1462430789650628,5.214689093622093,4003.228254,0.6493897040350148,207.68468293703745
13819260,15.914127946841909,2.95222724732473,,5.699717724735243,,0.162953564035051,5.060642643488264,3958.757869,0.6422848515575424,203.58727757431376
13825732,15.050448165631156,2.8709911820552314,,5.540186750981967,,0.1720925203996213,4.995569496807352,3870.1577709999997,0.6176701842783304,190.21277983642312
13832240,14.26604292444576,2.706406742331275,,5.598740198457826,,0.175858104399413,5.1818885612988295,3954.841313,0.6231036853557905,192.9194768960238
13838693,14.909528771563222,2.6179973951442546,,5.369683003801901,,0.1742194466368853,5.280582126476835,3917.9898330000005,0.6286686742481208,187.8191808708034
13845238,14.288851754144783,2.6320832155586893,,5.437134317462869,,0.1671742114839831,5.089257132005121,3927.294902,0.6215474477705389,184.5120696747018
13851680,16.726548043483945,2.716799983060292,,5.797986572118547,,0.1738232986324042,5.285060164938971,4019.209984,0.6215868065943165,186.7315926665459
13858111,18.249335069951933,2.771612085061411,,6.368790863352496,,0.1503021003733681,5.559825697381434,3980.283515,0.5987437006404563,197.55586248983832
13864517,21.15869073451622,3.056644084574527,,7.27628335034273,,0.1364297696264429,5.965164591764072,4085.2868609999996,0.6131282406679688,210.19396052382743
13870990,20.9819444270928,2.6964494989848893,,7.924656789248125,,0.146740812358027,5.750169601711569,4034.4088380000003,0.6016711971673422,200.40109823957067
13877448,20.87747471989789,2.720329634863808,,7.604839913805273,,0.1475278638513377,5.844952118200988,4092.181189,0.6074629656107371,204.06463226566564
13883913,20.6282582806638,2.664439370978215,,7.89242673458149,,0.1235911540883762,6.196077386000335,4051.8529829999998,0.6022281774193188,201.34072957218584
13890394,23.202507462196813,2.6479436614620804,,9.084290635377265,,0.1043158543974237,6.4991173774134285,4028.198175,0.5981720781288751,223.37551395951087
13896836,22.124130696061528,2.447426676731268,,9.092115211235065,,0.1199344841593901,5.9170894846388595,3794.039796,0.5628272059750735,253.6033744412944
13903355,26.158933906274697,2.216283690764905,,9.153326274912821,0.6259802835376229,0.1140820994247213,5.359016955555759,3608.90388,0.5341418900425654,234.4161327354768
13909786,30.667178545384495,2.243539016119804,,10.222414985494694,0.851525957771603,0.1016825536463584,5.477277631621078,3696.501259,0.5455609954213172,234.71706838076304
13916164,39.916109261597406,2.154803366454457,,9.44571764982374,0.8447232692914884,0.1208445090398112,5.411973243054781,3666.970572,0.533933737913808,272.6886479472024
13922667,35.64153730383366,2.085277591882357,,9.096085376541014,0.8650313992740318,0.1088510862668874,5.946605196456402,3755.12881,0.5461582373525045,315.04243005627166
13929171,36.22788799651033,2.0263254430786004,,8.934431980405057,0.8806088898698079,0.1083758476557573,6.24905407923452,3822.751192,0.5505659860601005,318.56867005924846
13935627,33.03306038858459,1.9518863882431632,,8.524072351024081,0.8640647005268557,0.1178223816418338,7.028931420584906,3750.93234,0.5630941916130187,323.4404243697498
13942116,37.87178287645955,1.927257976202431,,8.088185885519042,0.870958202439905,0.1244042064478305,6.62742680720085,3780.857251,0.6381682985772699,297.9903037303095
13948581,33.14232186621392,1.86516721638402,,7.665194505082562,0.8134350817501587,0.1477762559591605,6.335810053762279,3531.147555,0.5568252742101136,365.8723794993503
13954971,33.090824622607784,1.7346841029797615,,7.422407525118247,0.7843438910162944,0.1424912770536593,5.956023875375769,3404.8617710000003,0.5291044035402019,357.31065873926093
13961398,39.08886551681297,1.6144876116417626,,7.089047707534883,0.7319349489449324,0.1457759632748994,5.4050814757449235,3177.3528870000005,0.4932494751426265,306.2816856991841
13967924,39.69590194945086,1.5586057209928597,,6.596466403276363,0.7097189955723472,0.1498624200680479,4.978314411408966,3080.912727,0.4710030903452787,284.3039446273906
13974427,37.036304302300465,1.649675174444972,,6.857013415838519,0.7206833340571474,0.1484411034454773,5.0860127076331025,3128.509269,0.4566550379806146,283.61465458665094
13980847,34.83195856740775,1.6685450915603337,,6.554602489946066,0.706623201386264,0.1253513015045558,4.879938351142117,3067.4737860000005,0.4241819100466769,269.4967668510027
13987373,34.05263137861965,1.6931489395341095,,6.94047472720929,0.742452491347483,0.1291365085193478,4.958931222304246,3223.009873,0.4420296555387127,301.5817863576534
13993830,43.34158499312146,1.7976268857581037,,7.0908730146610655,0.7758435964499012,0.123727385160922,5.345449640590751,3367.961722,0.4496336744037637,309.66417556215566
14000274,40.29744753669388,1.7296323264409323,,6.999110652730295,0.7446534098032561,0.0932756163700254,5.06652347058075,3232.56413,0.4309766529955905,300.7878554079492
14006709,35.80719774012965,1.726244824221412,,7.0126337380365635,0.7595783085424844,0.1088054107268396,5.144360809429019,3297.35359,0.4415441911665937,316.0868834962492
14013196,36.0228472493378,1.7288914960531416,,7.021333176130195,0.7665343075789507,0.1098018192915214,5.231353437503831,3327.549803,0.4414665474475485,309.25710800869393
14019700,36.00743966390083,1.695598941120256,,6.9139599480465215,0.7690387025033337,0.1067240071158279,5.342305458087656,3338.421461,0.4408626366504354,294.2175590127326
14026166,32.34489986463824,1.601331159684081,,6.41167504839961,0.7361689944110352,0.1021624851158055,4.947447439453074,3195.733013,0.4167137197443222,264.7740363089203
14032631,30.494178060139923,1.5671718211200498,,6.199566066649892,0.7264797329720453,0.1008178495293314,5.018790624853146,3153.671621,0.409512285179162,247.16075966465723
14039103,28.384460431387883,1.4940211094058429,,6.015349525744785,0.7108128168622168,0.0986436597766626,4.897280052185993,3085.6610399999995,0.4002498400741876,228.45137716380464
14045591,26.362978655509018,1.451381680885496,,5.827880852247913,0.6872000490263906,0.0953667776193252,4.743806292028509,2983.157264,0.38894467647523,220.25736345947675
14051981,24.165602621485313,1.222967623402216,,4.958316231399923,0.5901308591042727,0.0818959173332905,4.159261966336086,2561.776824,0.3425807180070246,175.5906922345461
14058537,20.044900313587704,1.1351011682322922,,4.373635664675837,0.5515716008882503,0.0765448231232953,3.759546889549344,2394.389858,0.3227640549202926,157.99375237802985
14064994,20.57208140524891,1.1965941545356804,,4.6294948651459515,0.5824781862950389,0.07440263570411,3.9070906601415314,2528.556328,0.3438194086247219,166.74101864433254
14071449,19.400508675819005,1.1468722574139547,,4.379975192287333,0.5603520051282765,0.0693926490735869,4.18822643957728,2432.505872,0.3157116205086268,156.83144434460436
14077903,16.881468981055413,1.1552658223474344,,4.568689084500786,0.5653938891829147,0.0970191874854837,4.278027184447924,2454.392851,0.3167699249406098,148.97315327300026
14084334,17.839120163489948,0.8801616922241684,,4.271995302833838,0.5661553595324242,0.0785750697374134,4.647840528304995,2457.698418,0.3100260134789773,146.37066686116353
14090826,19.192213369636455,0.9006698181037454,,4.019447799645764,0.5572766325848206,0.0773428168277817,4.623470669750782,2419.155582,0.3123003320792726,141.36413348907814
14097298,23.38036579488923,0.932946303940328,,4.168510533953436,0.5854407725188245,0.0940211440838556,4.575968782166429,2541.417009,0.3243923888356773,170.04461417536223
14103763,22.18009066255415,0.9457938506970174,,4.155869131133518,0.5960857371624037,0.1083142866062539,5.372275012111132,2587.627139,0.3265062346007628,173.14768742473683
14110297,21.81036594159071,0.9574757123275428,,4.12297243167686,0.5992289041873871,0.14251857035057,5.295623708752803,2601.271727,0.3880103478443669,167.58907482216983
14116762,20.750581446862718,0.9529464828219149,,4.213654711018222,0.6177729277644941,0.1469290180280574,5.74504666277906,2681.771923,0.3814310866449007,171.53814548448636
14123257,20.72868452536976,0.9898044050643944,,4.3479750531189225,0.6415483108570024,0.1525836745110861,5.38896210051653,2784.981617,0.3748210666270103,179.15074250250865
14129717,20.00020529444525,0.965160166187176,,4.097264624532514,0.6150902558690777,0.2186997466760936,5.30774699978167,2670.126359,0.3457600299913047,160.1068019344623
14136136,18.316377563380406,0.959344900858626,,4.074871623651601,0.6178511858874141,0.2303366132249391,5.258734066437979,2682.111644,0.3407863777335218,154.24771871027642
14142693,19.888635839363957,1.1433484431337957,,4.423748539054107,0.1745850087238644,0.2531217484866306,5.512382230177805,2978.860006,0.3619842456473882,178.66491076369314
14149082,19.558621646971517,1.1247646709234915,,4.687242324369956,0.371619761864469,0.2471646668353636,5.820090104690472,3009.5956769999993,0.3583066741665623,177.727798622464
14155622,20.209937263144415,1.159261413288644,,4.770588426648967,0.3772418894454888,0.2358415557064669,5.81200341006044,3055.126977,0.3603625747034256,176.04082269974884
14162080,21.745847909512626,1.2121924928018188,,4.930343561650067,0.3876276423314882,0.2069491439411213,5.813527068585122,3139.23692,0.3640360321156187,184.6266275586813
14168515,20.827997151693296,1.2207901166242328,,4.665676722279542,0.3852414929358385,0.1913878210325682,5.529321207196041,3119.912477,0.3594563827728849,176.24151808134172
14174988,21.413697956058886,1.2580471993457774,,4.741729921646044,0.3992616798420957,0.1983530443318789,5.852048212986599,3233.456207,0.3648194445971948,182.60718997309493
14181423,20.14712388608589,1.2017171790608043,,4.402679846734626,0.3777814447996462,0.2228859928087918,5.211773693688119,3059.496614,0.3448681482774041,174.19250892138564
14187947,22.803401471141527,1.150819438880591,,4.092793655073024,0.3600502685610942,0.1878319472770122,4.835729353735709,2915.899107,0.3353597989055565,160.65634754460467
14194414,26.85534013610285,1.1412797074073628,,4.1539977451951415,0.3586532711155917,0.2387603377775349,4.890781198399257,2904.585399,0.3308843774905023,160.86138951930076
14200886,24.633094557042547,1.083199064911101,,4.042907405180847,0.3539461161421561,0.26754661623861,4.464601781709861,2866.464086,0.323152867490697,156.14422388453312
14207337,23.932103173794893,1.0987484870938788,,4.036533323027742,0.3604773787705868,0.2837128205832545,4.552809709970586,2919.358097,0.3263999632994024,155.5418770579602
14213856,26.951183116301173,1.1853999568243436,,4.421705843125887,0.3924404197795273,0.3231793484862553,5.055602628585847,3178.213626,0.3474601933644451,172.84851464882632
14220275,27.02159881330273,1.1739346143224214,,4.290045618512233,0.3851840814526819,0.2847998627210922,4.893785355223029,3119.447525,0.3389800734391842,169.50919540885866
14226748,24.576041986101732,1.2550324553615493,,3.942077645105793,0.3554135337568161,0.2683486124657904,4.567292467944002,2878.348098,0.3128443458165709,152.23916857708716
14233161,24.942958743586516,1.2096859850417698,,3.8720600377345327,0.3424493627947857,0.2329825322692518,4.362927113994104,2773.356607,0.3008343765380181,145.59358507986576
14239565,22.49231490469453,1.1188561422621293,,3.833882431204743,0.3396088084346143,0.236730072168599,4.314838816073429,2750.352125,0.2954265034061936,141.67007461543736
14246091,22.034258572813265,1.0697383543908516,,3.6404543644460605,0.32390601259798,0.2231399650279495,4.087087020131356,2623.181637,0.2873837444275835,137.21522541974966
14252526,19.572625522743955,1.0340052370832922,,3.2805083629244693,0.3166727021099831,0.2035432344918764,3.7636027944557275,2564.602029,0.2798394770030789,132.16753896720382
14258984,17.683005177324254,1.0567091909524382,,3.3664973406731606,0.3252701782744653,0.2274882136006333,3.934487582671264,2634.229454,0.2812457354829193,133.66893376974977
14265473,18.072759040509062,1.0340732472837886,,3.3045844453238997,0.3185837016925757,0.222227720931517,3.795983713703874,2580.078429,0.2705078479888614,130.79448207519442
14271953,18.200533070540047,1.0067679483661849,,3.1291519939018313,0.3192584566492872,0.2095774241706498,3.889116865686076,2585.542992,0.2746556524792529,122.77472752179833
14278388,19.45425373656205,1.0431091167143078,,3.2768742608003185,0.4691600803561596,0.2047451262337261,3.967982170976328,2752.985579,0.2859699101453991,128.85112672759723
14284853,19.521561793500716,1.0003743957932074,,3.220254099791241,0.3224329591474815,0.2222228541872035,3.8837188405227976,2766.384101,0.2962837438398003,130.20835839242372
14291333,20.590291431673034,0.9125147772611758,,3.1130127568631893,0.4962276399134235,0.2096999911569987,3.7609338595318915,2610.490823,0.288187356650731,120.53515422869228
14297754,21.90451497745757,0.9884390982523792,,3.4767964458009555,0.5526458445029107,0.2162163825669288,4.143932533479857,2907.288489,0.3151141403446334,135.89514277251726
14304257,22.956932909393053,1.0339297352533026,,3.4570403298810612,0.5635053667485431,0.188184468271098,4.102718528900379,2964.416873,0.3194818665114269,140.97475548716267
14310661,23.199480440440816,1.0220965504563198,,3.391549131090832,0.5599660960623788,0.1665549578159677,4.006883063379705,2945.797931,0.3239862760983223,126.68105121840256
14317108,24.088503378095517,0.9729181513323518,,3.3003808646798616,0.5383751806404056,0.1594202721146601,3.8187634891795437,2832.215208,0.3147487549880881,117.06934134320998
14323607,22.732653243659136,0.9028318189084236,,3.0387471318707204,0.496291047972996,0.1411067788701478,3.638922232179352,2610.824392,0.2922495957099781,107.7410218830072
14329982,21.70994112920993,0.9016871593463824,,3.0944177958842882,0.5047837541287523,0.1564352637564362,3.8489410841368192,2655.501733,0.2881448528174465,113.89775749195653
14336402,20.314445620127167,0.8584565278316268,,2.90112370296112,0.4833095382475537,0.1460939448138092,3.5309951440303746,2542.532928,0.2768160193448936,111.06311201189526
14342845,18.58902570513163,0.9139734044908192,,2.858232103154929,0.4722453870093681,0.1421574951130257,3.59389161194463,2484.328058,0.2700992833998596,106.2246880560218
14349241,17.633608196797322,0.9269436653527616,,2.8674578502974413,0.4886093140743254,0.147083440280004,3.8832955885944993,2570.41331,0.2728931090353348,108.37118089083276
14355748,17.425174709844274,0.9701672142531784,,3.1557052179391656,0.5167345422927687,0.1499818642862884,4.7380202168986765,2718.370909,0.2789657872096441,113.2225866555195
14362226,16.434003919928845,0.93068267418173,,2.9816168287855165,0.4781172670457055,0.1443120084870003,4.46176372257089,2604.400542,0.2744379974675319,100.92245349304324
14368554,16.60477276390869,0.914865488400024,,2.895575204378734,0.4690674908528244,0.139897246280506,4.1726479890512405,2555.104598,0.272209140280184,94.77587792487992
14375066,17.72015687539819,0.9010397513779512,,2.9032273488402334,0.5202066121528539,0.1587013018304393,4.207685678032167,2561.875441,0.2691390791718681,92.97558046104754
14381394,17.389175468814944,0.8510888070134202,,2.7802720116862454,0.5090811740731515,0.1491570841136519,3.88960579532991,2507.085698,0.2661689129526264,94.23763148913469
14387853,18.087471860443145,0.8666663801864398,,2.872429556561828,0.5245371884252995,0.1446656395587293,3.991301162686757,2583.202346,0.271742673492659,94.73366716143452
14394258,17.68656524043745,0.8620549764224852,,2.9124060488927923,0.5307027948179978,0.1382205637386504,3.9222547029744232,2613.566273,0.2708957254178979,93.78233268904783
14400650,17.722025799623765,0.8995604713385689,,3.095667277552111,0.5607699242670635,0.1380559322731323,4.172723386925721,2761.638671,0.2724947673657727,93.77709356815583
14407074,17.51373453374098,0.8912111573162038,,3.167900967591282,0.5466147042660588,0.1414016917916989,4.401454573009052,2810.477205,0.2743229460116107,96.238666180913
14413494,18.000113365729604,0.9162884229128684,,3.28176222831308,0.5632613772517944,0.1509871686033531,5.05056796337675,2940.010783,0.277160104619126,97.36829063312209
14419937,17.446187156359006,0.9130320237178609,,3.3463504492354614,0.542094155750074,0.1594288733724608,5.171006059062735,2938.54604,0.2740992755102646,102.2882662578094
14426365,17.473415393434983,0.8522759579382477,,3.217009784592694,0.531538761995733,0.155087273766087,5.213273398360139,2850.398629,0.2701527121446684,105.05512158409888
14432776,17.635473863895292,0.8832795446290505,,3.2751875662027317,0.5054515747786368,0.1530181361076476,4.968420406639374,2887.794743,0.2701065406322667,101.9049391125393
14439219,17.463603922844875,0.8385815461172494,,3.4113993500522697,0.4665037033636055,0.1561460340830437,5.140717634790086,2956.859416,0.2711544751297179,99.68511415605604
14445661,18.02285018898,0.8844272774021134,,3.666398690932741,0.4727968200947302,0.1513425412651599,5.377487331599051,3023.371476,0.2743261178592657,101.52450116170952
14452089,18.031433954592337,0.930961118213418,,3.642631579592081,0.4719346554141627,0.1727106576352626,5.258101522574508,3103.516295,0.2804228833013436,106.0725770079246
14458509,17.968660771188,0.9214513003830592,,3.6016935422416303,0.4305921305752644,0.1933379066948719,5.009843327858066,3092.437795,0.2731415357349599,106.32159614942351
14464914,20.5355580240293,0.936966343588418,,3.6200684016486155,0.4363517322979803,0.2127059724337444,5.089652324223757,3136.5946810000005,0.3040050555619098,117.68990403490294
14471310,21.91675177186802,0.9733598900124226,,3.9689858082997143,0.4693347694354656,0.2086381318164718,5.412799434364012,3286.8536860000004,0.3365731209235856,122.4479353478746
14477775,21.092485535346547,0.9744613116531368,,3.7915723624804594,0.4749563387640098,0.2090503133693104,5.369650862636995,3325.964726,0.3411045318074847,116.83212401455624
14484226,23.64797022698361,0.9999686470483682,,4.183605316030471,0.510372047878974,0.2002513708095221,5.6971416877112695,3387.106232,0.3316890724072607,116.8804760695611
14490623,22.66993911277361,1.0754943447950072,,4.46786404929377,0.5481293368128358,0.16511184532801143,6.594409024431313,3377.09907,0.3170803599476731,123.34293132155146
14497036,22.158493010725113,1.016128522094668,,4.384230821326085,0.4613937186159727,0.16828592560955274,6.791900446127245,3265.54222,0.3118374799958223,114.0613831080128
14503463,25.870622286152297,1.0743479914039766,,4.5115110093530895,0.4748296673668383,0.17459256891674504,7.706834059890927,3440.399216,0.3196611398372186,126.82923653417468
14509823,37.39605507882624,1.0676533411033624,,4.3598065649313025,0.4666602669209189,0.19876718031615737,7.153215896014526,3439.500385,0.3160047198915772,125.36031910487044
14516244,38.48271126579698,1.1452217689380348,,4.426242303728043,0.4786934154970548,0.2043164341586974,7.262995185853001,3511.178859,0.3161170003402727,131.56287840948104
14522572,33.908073165367426,1.1418692658832124,,4.299704131261825,0.4837214727470808,0.19316222853202525,6.972660395596016,3514.831211,0.3147831059611687,122.54269537512072
14529007,32.624173671949656,1.0933259746810446,,4.094705981965037,0.4683675725063533,0.1831642191393707,6.084439583617547,3400.694393,0.3068429311578351,116.43000552674376
14535422,30.777416780951054,1.0021047555740632,,3.5701048782482037,0.456098667271513,0.1751205890374904,5.419053956215654,3161.357312,0.299365166712698,101.05452226532311
14541846,32.46477597560717,1.0092148120323765,,3.6152095759055296,0.4803929581328159,0.18602317542922214,5.668047220864834,3224.866496,0.2999635454593693,101.29392832364198
14548183,30.131335571337996,0.9541153687786702,,3.3869712517126818,0.453632862595119,0.17621654828144628,5.1804176057462,3175.160392,0.2972959825082454,93.48396125087255
14554610,30.862632017068645,0.967909239263132,,3.535623541407743,0.4519055665493342,0.180465023817833,5.35901810043851,3249.906304,0.3119358054274889,95.74320535027084
14561016,30.46765771508244,0.9460517058957956,,3.411461463253196,0.4390663660619584,0.1737759702587692,5.09778173542899,3197.787278,0.4291560302487897,92.9178990616822
14567465,25.903514112886832,0.8459577304544514,,3.100624377915263,0.3873399112488691,0.14483060429105465,4.473732702317832,2973.319228,0.3810148258289555,76.14877665159975
14573909,27.537537704313728,0.9013485938704924,,3.204308917585105,0.3973064508222025,0.1467362787428434,4.918594592749253,3018.266921,0.3711710641110411,78.44927024010329
14580216,32.95923945097948,0.9162769904660958,,3.305922510290694,0.3960344538684672,0.1515118494042944,5.120500891858752,3108.933315,0.4063894076046341,78.4568030188436
14586627,29.95792122568701,0.8761547205252174,,3.213982031567813,0.3619161996056127,0.1550560771878361,5.218079164404351,3013.25092,0.3785643588270657,90.90502083970264
14593047,28.56004641180963,0.8679093826342013,,3.2935376908352283,0.3580829879724297,0.15154983521946705,5.345357027557215,3027.2623829999998,0.3621381197075326,83.61204903953143
14599459,28.538714885826487,0.8760303144673273,,3.316569243622376,0.3847492969734515,0.15322346782659954,5.248882281479655,3058.449312,0.3635791033689817,81.4323025191082
14605880,30.186862835565602,0.843811987952616,,3.1902007019586813,0.3751186946935555,0.14786015487716064,5.030756832189926,2977.523282,0.3663118473339329,78.04753756063714
14612239,34.767598885574344,0.9003652911406951,,3.2972448310339733,0.382093077690175,0.1654457369761749,5.171887227318601,3053.9581029999995,0.3474035179624617,77.27316866528272
14618643,34.05563816377261,0.8954192168068336,,3.32754954464598,0.3871807976392434,0.16792139928920952,6.118745362076407,3094.622759,0.3557553587631732,79.78789648457042
14625064,35.7894846127555,0.8792707371326579,,3.5082043835010337,0.3892060182339448,0.1622402960363981,6.587884767575155,3066.837387,0.3415432204712053,76.22610319231737
14631358,32.40350937931005,0.8860841671773277,,3.438652580397047,0.3802832623219089,0.15235680408388924,5.878610767167623,2974.629805,0.3252103814713084,75.61305580468274
14637768,30.03639914320319,0.8159020435247558,,3.522858850006404,0.3743605340701809,0.1510517846155654,5.446960365328576,2952.631032,0.3339350147850026,75.55312145427686
14644142,30.12814432572194,0.7879674784458764,,3.4084955299507307,0.3852148758935856,0.16742428286685465,5.79168819340701,2925.353178,0.3309348317873682,73.62079228556519
14650516,28.512996918144005,0.76707984789914,,3.377176225777357,0.3810638411354239,0.14680974653967827,5.882980043212763,2919.722722,0.3282679133553251,73.55625052671542
14656860,28.62399020170868,0.7863403140841226,,3.2657854501909016,0.3917549925771747,0.16137507900287307,6.157124863803791,3000.806133,0.327090994032981,72.67489922167046
14663174,27.75879777782529,0.7303670861778891,,2.9105301172201568,0.3548330575495412,0.1487634747081522,5.413493620821804,2798.2702269999995,0.278910986184082,66.99972298578137
14669564,27.545239630004364,0.7504886858900903,,2.982175277121631,0.3628030892286921,0.13830825339225566,5.848145726444487,2880.614736,0.2839676814469085,71.81377519117783
14675900,26.28603432576168,0.7547451596439643,,2.95803871443682,0.3302934254788756,0.14732255447226214,5.54176402806719,2922.9900040000007,0.2802206968597476,70.44688483849858
