block_number,timestamp,pool_address,token0_p0,token0_p1,token1_p0,token1_p1,il
13680218,1637798400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4245.7725,4566.268157,0.8172959255636628,0.9004868901294495,-0.00729700779622533
13686523,1637884800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4508.328436,4505.02204,0.9162684226804927,0.883426352558713,-0.015989530638804705
13692739,1637971200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4025.309817,4213.124084,0.6812053989766423,0.6849917638239187,-0.020056305721460888
13699124,1638057600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4073.96416,4103.240572,0.6999906906412532,0.726930898881439,-0.011706313318116113
13705381,1638144000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4279.701506,4176.296841,0.7893088583814244,0.8154198594175605,-0.040604143755795796
13711590,1638230400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4429.352134,4340.053034,0.9330297404141661,0.9076568656896256,-0.0006487005086541764
13717843,1638316800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4626.147102,4293.510591,0.9285941795056191,0.9572432630485704,-0.13766852316767775
13724081,1638403200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4566.268157,4413.460049,0.9004868901294495,0.8967466147342726,-0.011155436057097567
13730330,1638489600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4505.02204,4104.191845,0.883426352558713,0.7313335530557596,-0.1145018227512562
13736625,1638576000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4213.124084,3890.922465,0.6849917638239187,0.6855207731419961,-0.0806074903950571
13742802,1638662400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4103.240572,4066.722762,0.726930898881439,0.7279977645247249,-0.0013535821689281136
13749034,1638748800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4176.296841,4122.894896,0.8154198594175605,0.7178770394861379,-0.16375591126145395
13755303,1638835200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4340.053034,3765.56393,0.9076568656896256,0.6464921878914298,-0.48470584033530884
13761571,1638921600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4293.510591,3844.145141,0.9572432630485704,0.6473141482717981,-0.9766958919794178
13767795,1639008000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4413.460049,4003.228254,0.8967466147342726,0.6493897040350148,-0.6305085013793232
13774079,1639094400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4104.191845,3958.757869,0.7313335530557596,0.6422848515575424,-0.10978432938734128
13780505,1639180800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3890.922465,3870.157771,0.6855207731419961,0.6176701842783304,-0.12207449837738915
13786993,1639267200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4066.722762,3954.841313,0.7279977645247249,0.6231036853557905,-0.20345746257594
13793511,1639353600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4122.894896,3917.989833,0.7178770394861379,0.6286686742481208,-0.08341302392773642
13800000,1639440000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3765.56393,3927.294902,0.6464921878914298,0.6215474477705389,-0.08277163827079548
13806389,1639526400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3844.145141,4019.209984,0.6473141482717981,0.6215868065943165,-0.09043620109933093
13812870,1639612800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4003.228254,3980.283515,0.6493897040350148,0.5987437006404563,-0.07111911443413721
13819260,1639699200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3958.757869,4085.286861,0.6422848515575424,0.6131282406679688,-0.07584499311408255
13825732,1639785600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3870.157771,4034.408838,0.6176701842783304,0.6016711971673422,-0.0574465957817516
13832240,1639872000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3954.841313,4092.181189,0.6231036853557905,0.6074629656107371,-0.044325105125120334
13838693,1639958400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3917.989833,4051.852983,0.6286686742481208,0.6022281774193188,-0.07322998061110031
13845238,1640044800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3927.294902,4028.198175,0.6215474477705389,0.5981720781288751,-0.050703016973452364
13851680,1640131200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4019.209984,3794.039796,0.6215868065943165,0.5628272059750735,-0.021678977192207682
13858111,1640217600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3980.283515,3608.90388,0.5987437006404563,0.5341418900425654,-0.0032897933395226175
13864517,1640304000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4085.286861,3696.501259,0.6131282406679688,0.5455609954213172,-0.003508737428070674
13870990,1640390400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4034.408838,3666.970572,0.6016711971673422,0.533933737913808,-0.007166878274411648
13877448,1640476800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4092.181189,3755.12881,0.6074629656107371,0.5461582373525045,-0.0052155156117006385
13883913,1640563200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4051.852983,3822.751192,0.6022281774193188,0.5505659860601005,-0.01239055424741009
13890394,1640649600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,4028.198175,3750.93234,0.5981720781288751,0.5630941916130187,-0.0014805291280284294
13896836,1640736000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3794.039796,3780.857251,0.5628272059750735,0.6381682985772699,-0.20800609498804468
13903355,1640822400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3608.90388,3531.147555,0.5341418900425654,0.5568252742101136,-0.0501778270855846
13909786,1640908800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3696.501259,3404.861771,0.5455609954213172,0.5291044035402019,-0.03321295215386044
13916164,1640995200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3666.970572,3177.352887,0.533933737913808,0.4932494751426265,-0.051275367160086294
13922667,1641081600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3755.12881,3080.912727,0.5461582373525045,0.47100309034527876,-0.031057986966864792
13929171,1641168000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3822.751192,3128.509269,0.5505659860601005,0.45665503798061463,-0.0022428511705196996
13935627,1641254400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3750.93234,3067.473786,0.5630941916130187,0.42418191004667694,-0.08426661067792995
13942116,1641340800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3780.857251,3223.009873,0.6381682985772699,0.44202965553871276,-0.5362624072105748
13948581,1641427200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3531.147555,3367.961722,0.5568252742101136,0.4496336744037637,-0.3455432188820051
13954971,1641513600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3404.861771,3232.56413,0.5291044035402019,0.43097665299559057,-0.2926745761113403
13961398,1641600000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3177.352887,3297.35359,0.4932494751426265,0.4415441911665937,-0.27247272024498725
13967924,1641686400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3080.912727,3327.549803,0.47100309034527876,0.44146654744754854,-0.2507189640494678
13974427,1641772800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3128.509269,3338.421461,0.45665503798061463,0.44086263665043546,-0.12521039506212528
13980847,1641859200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3067.473786,3195.733013,0.42418191004667694,0.41671371974432225,-0.0430924404204891
13987373,1641945600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3223.009873,3153.671621,0.44202965553871276,0.409512285179162,-0.037337246113022804
13993830,1642032000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3367.961722,3085.66104,0.4496336744037637,0.4002498400741876,-0.010368847074804233
14000274,1642118400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3232.56413,2983.157264,0.43097665299559057,0.38894467647523007,-0.006228831254184719
14006709,1642204800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3297.35359,2561.776824,0.4415441911665937,0.34258071800702466,-2.2838339730490986e-05
14013196,1642291200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3327.549803,2394.389858,0.44146654744754854,0.32276405492029264,-0.003170832857612993
14019700,1642377600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3338.421461,2528.556328,0.44086263665043546,0.34381940862472193,-0.010680977042554218
14026166,1642464000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3195.733013,2432.505872,0.41671371974432225,0.3157116205086268,-0.00027327902705209794
14032631,1642550400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3153.671621,2454.392851,0.409512285179162,0.31676992494060985,-0.0004656163833938187
14039103,1642636800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3085.66104,2457.698418,0.4002498400741876,0.3100260134789773,-0.009723857873777941
14045591,1642723200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2983.157264,2419.155582,0.38894467647523007,0.31230033207927266,-0.0012271200079183586
14051981,1642809600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2561.776824,2541.417009,0.34258071800702466,0.3243923888356773,-0.02710827565222118
14058537,1642896000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2394.389858,2587.627139,0.32276405492029264,0.3265062346007628,-0.05456615059976633
14064994,1642982400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2528.556328,2601.271727,0.34381940862472193,0.38801034784436694,-0.10700458875744223
14071449,1643068800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2432.505872,2681.771923,0.3157116205086268,0.3814310866449007,-0.10466517537726094
14077903,1643155200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2454.392851,2784.981617,0.31676992494060985,0.3748210666270103,-0.021952822607573808
14084334,1643241600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2457.698418,2670.126359,0.3100260134789773,0.3457600299913047,-0.008572215260083116
14090826,1643328000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2419.155582,2682.111644,0.31230033207927266,0.3407863777335218,-0.003158201651809467
14097298,1643414400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2541.417009,2978.860006,0.3243923888356773,0.36198424564738824,-0.03021601486744574
14103763,1643500800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2587.627139,3009.595677,0.3265062346007628,0.3583066741665623,-0.042215487660368645
14110297,1643587200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2601.271727,3055.126977,0.38801034784436694,0.36036257470342564,-0.6848661366230746
14116762,1643673600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2681.771923,3139.23692,0.3814310866449007,0.36403603211561875,-0.5188616526463519
14123257,1643760000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2784.981617,3119.912477,0.3748210666270103,0.3594563827728849,-0.30118274121666566
14129717,1643846400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2670.126359,3233.456207,0.3457600299913047,0.3648194445971948,-0.23678287425684674
14136136,1643932800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2682.111644,3059.496614,0.3407863777335218,0.3448681482774041,-0.1789525036256845
14142693,1644019200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2978.860006,2915.899107,0.36198424564738824,0.3353597989055565,-0.03784765824185188
14149082,1644105600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3009.595677,2904.585399,0.3583066741665623,0.3308843774905023,-0.02431089574402856
14155622,1644192000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3055.126977,2866.464086,0.36036257470342564,0.323152867490697,-0.025581475566760492
14162080,1644278400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3139.23692,2919.358097,0.36403603211561875,0.3263999632994024,-0.016662997222260945
14168515,1644364800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3119.912477,3178.213626,0.3594563827728849,0.3474601933644451,-0.03438694866718661
14174988,1644451200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3233.456207,3119.447525,0.3648194445971948,0.33898007343918424,-0.01763703562527308
14181423,1644537600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3059.496614,2878.348098,0.3448681482774041,0.3128443458165709,-0.016580236795638026
14187947,1644624000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2915.899107,2773.356607,0.3353597989055565,0.3008343765380181,-0.042798338681127035
14194414,1644710400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2904.585399,2750.352125,0.3308843774905023,0.29542650340619364,-0.043183645638467105
14200886,1644796800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2866.464086,2623.181637,0.323152867490697,0.2873837444275835,-0.010234909825201921
14207337,1644883200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2919.358097,2564.602029,0.3263999632994024,0.2798394770030789,-0.007409197810070989
14213856,1644969600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3178.213626,2634.229454,0.3474601933644451,0.2812457354829193,-0.007016415066696258
14220275,1645056000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3119.447525,2580.078429,0.33898007343918424,0.27050784798886146,-0.016022031065865416
14226748,1645142400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2878.348098,2585.542992,0.3128443458165709,0.2746556524792529,-0.006558555432356616
14233161,1645228800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2773.356607,2752.985579,0.3008343765380181,0.28596991014539913,-0.02343252593165479
14239565,1645315200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2750.352125,2766.384101,0.29542650340619364,0.29628374383980033,-0.00010618877144263905
14246091,1645401600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2623.181637,2610.490823,0.2873837444275835,0.288187356650731,-0.0007300146413258268
14252526,1645488000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2564.602029,2907.288489,0.2798394770030789,0.3151141403446334,-0.0005609151557339764
14258984,1645574400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2634.229454,2964.416873,0.2812457354829193,0.3194818665114269,-0.0011002861605713399
14265473,1645660800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2580.078429,2945.797931,0.27050784798886146,0.3239862760983223,-0.02860164354557826
14271953,1645747200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2585.542992,2832.215208,0.2746556524792529,0.3147487549880881,-0.025456892007846843
14278388,1645833600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2752.985579,2610.824392,0.28596991014539913,0.29224959570997816,-0.06978818344880455
14284853,1645920000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2766.384101,2655.501733,0.29628374383980033,0.28814485281744656,-0.002129787873494937
14291333,1646006400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2610.490823,2542.532928,0.288187356650731,0.2768160193448936,-0.0024082213944787156
14297754,1646092800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2907.288489,2484.328058,0.3151141403446334,0.27009928339985967,-0.00011806581239337532
14304257,1646179200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2964.416873,2570.41331,0.3194818665114269,0.27289310903533487,-0.002814948485974078
14310661,1646265600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2945.797931,2718.370909,0.3239862760983223,0.2789657872096441,-0.05994064206860106
14317108,1646352000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2832.215208,2604.400542,0.3147487549880881,0.2744379974675319,-0.035357900104437956
14323607,1646438400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2610.824392,2555.104598,0.29224959570997816,0.272209140280184,-0.030576637672952156
14329982,1646524800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2655.501733,2561.875441,0.28814485281744656,0.2691390791718681,-0.013072842823469433
14336402,1646611200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2542.532928,2507.085698,0.2768160193448936,0.2661689129526264,-0.007926253326218102
14342845,1646697600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2484.328058,2583.202346,0.27009928339985967,0.271742673492659,-0.013579357121817903
14349241,1646784000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2570.41331,2613.566273,0.27289310903533487,0.2708957254178979,-0.00719667459263551
14355748,1646870400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2718.370909,2761.638671,0.2789657872096441,0.27249476736577277,-0.01926492045233319
14362226,1646956800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2604.400542,2810.477205,0.2744379974675319,0.2743229460116107,-0.07324438660083477
14368554,1647043200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2555.104598,2940.010783,0.272209140280184,0.277160104619126,-0.18666131219954307
14375066,1647129600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2561.875441,2938.54604,0.2691390791718681,0.27409927551026464,-0.1764945031735632
14381394,1647216000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2507.085698,2850.398629,0.2661689129526264,0.27015271214466846,-0.16076017567877576
14387853,1647302400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2583.202346,2887.794743,0.271742673492659,0.2701065406322667,-0.1723372699670378
14394258,1647388800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2613.566273,2956.859416,0.2708957254178979,0.27115447512971796,-0.18715505867460402
14400650,1647475200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2761.638671,3023.371476,0.27249476736577277,0.27432611785926575,-0.087821314385228
14407074,1647561600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2810.477205,3103.516295,0.2743229460116107,0.2804228833013436,-0.07443009578715909
14413494,1647648000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2940.010783,3092.437795,0.277160104619126,0.2731415357349599,-0.053035831198045
14419937,1647734400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2938.54604,3136.594681,0.27409927551026464,0.3040050555619098,-0.018363173014013245
14426365,1647820800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2850.398629,3286.853686,0.27015271214466846,0.33657312092358566,-0.07475297694896632
14432776,1647907200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2887.794743,3325.964726,0.2701065406322667,0.3411045318074847,-0.10595001153077543
14439219,1647993600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2956.859416,3387.106232,0.27115447512971796,0.3316890724072607,-0.05386802991030892
14445661,1648080000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3023.371476,3377.09907,0.27432611785926575,0.31708035994767314,-0.014612861725782356
14452089,1648166400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3103.516295,3265.54222,0.2804228833013436,0.3118374799958223,-0.038204738790226234
14458509,1648252800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3092.437795,3440.399216,0.2731415357349599,0.3196611398372186,-0.03205109510603377
14464914,1648339200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3136.594681,3439.500385,0.3040050555619098,0.3160047198915772,-0.035734973684564686
14471310,1648425600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3286.853686,3511.178859,0.33657312092358566,0.3161170003402727,-0.20676671638496513
14477775,1648512000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3325.964726,3514.831211,0.3411045318074847,0.31478310596116876,-0.22918940011258382
14484226,1648598400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3387.106232,3400.694393,0.3316890724072607,0.3068429311578351,-0.0837164965944659
14490623,1648684800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3377.09907,3161.357312,0.31708035994767314,0.299365166712698,-0.0009083300830603491
14497036,1648771200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3265.54222,3224.866496,0.3118374799958223,0.2999635454593693,-0.008636915823057034
14503463,1648857600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3440.399216,3175.160392,0.3196611398372186,0.29729598250824546,-0.0007403674711969899
14509823,1648944000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3439.500385,3249.906304,0.3160047198915772,0.3119358054274889,-0.02391043243723523
14516244,1649030400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3511.178859,3197.787278,0.3161170003402727,0.42915603024878973,-1.9594764928987707
14522572,1649116800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3514.831211,2973.319228,0.31478310596116876,0.3810148258289555,-1.583265219365626
14529007,1649203200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3400.694393,3018.266921,0.3068429311578351,0.37117106411104117,-1.1864857292213649
14535422,1649289600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3161.357312,3108.933315,0.299365166712698,0.40638940760463416,-1.2851109096598479
14541846,1649376000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3224.866496,3013.25092,0.2999635454593693,0.37856435882706574,-1.1189488303009032
14548183,1649462400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3175.160392,3027.262383,0.29729598250824546,0.3621381197075326,-0.7456308554847024
14554610,1649548800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3249.906304,3058.449312,0.3119358054274889,0.36357910336898175,-0.5692953242742327
14561016,1649635200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3197.787278,2977.523282,0.42915603024878973,0.3663118473339329,-0.09446912121127138
14567465,1649721600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2973.319228,3053.958103,0.3810148258289555,0.3474035179624617,-0.1770808157489534
14573909,1649808000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3018.266921,3094.622759,0.37117106411104117,0.3557553587631732,-0.05676262048068814
14580216,1649894400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3108.933315,3066.837387,0.40638940760463416,0.34154322047120533,-0.3199641738854786
14586627,1649980800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3013.25092,2974.629805,0.37856435882706574,0.32521038147130843,-0.24107533774857526
14593047,1650067200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3027.262383,2952.631032,0.3621381197075326,0.3339350147850026,-0.03935136909669623
14599459,1650153600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3058.449312,2925.353178,0.36357910336898175,0.33093483178736827,-0.030722569098873276
14605880,1650240000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2977.523282,2919.722722,0.3663118473339329,0.3282679133553251,-0.10128089393327544
14612239,1650326400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3053.958103,3000.806133,0.3474035179624617,0.32709099403298103,-0.02277725247854523
14618643,1650412800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3094.622759,2798.270227,0.3557553587631732,0.278910986184082,-0.253952774047872
14625064,1650499200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3066.837387,2880.614736,0.34154322047120533,0.2839676814469085,-0.1856727678803738
14631358,1650585600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2974.629805,2922.990004,0.32521038147130843,0.2802206968597476,-0.21537899829779938
14637768,1650672000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2952.631032,2803.81221,0.3339350147850026,0.2685522946053722,-0.3442240836826427
14644142,1650758400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2925.353178,2717.555513,0.33093483178736827,0.2579808068543295,-0.3831348018270453
14650516,1650844800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2919.722722,2816.69365,0.3282679133553251,0.26055447909095486,-0.47388790040785445
14656860,1650931200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,3000.806133,2852.919109,0.32709099403298103,0.25755557176174115,-0.44234975086199224
14663174,1651017600,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2798.270227,2772.245064,0.278910986184082,0.2516607934214031,-0.10910077366153015
14669564,1651104000,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2880.614736,2926.299866,0.2839676814469085,0.2569575686730292,-0.1670534755342734
14675900,1651190400,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2922.990004,2735.270596,0.2802206968597476,0.2419629688371141,-0.08077995943123195
14682282,1651276800,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2803.81221,2687.325123,0.2685522946053722,0.2379575928146911,-0.07701695645848661
14688633,1651363200,0x470e8de2eBaef52014A47Cb5E6aF86884947F08c,2717.555513,2629.164695,0.2579808068543295,0.2311716224852135,-0.0734111003465876
